,id,keywords,cast,genres,imdb_id,original_language,revenue,release_date,spoken_languages,title,vote_average,vote_count,overview,poster_path,popularity,Director,combined_keywords,genres_set_str,movie_index
10,31646,beach nudity sequel blood piranha explodinghelicopter killerfish dynamitefishing,TriciaO'Neil SteveMarachuk LanceHenriksen RickyPaullGoldin TedRichert LeslieGraves CaroleDavis ConnieLynnHadden ArnieRoss TraceyBerg AlbertSanders LeeKrug SallyRicca AncileGloudon DorothyCunningham CaptainKiddBrewerJr.,['Horror'],tt0082910,en,0.0,1981,"[{'iso_639_1': 'en', 'name': 'English'}]",Piranha Part Two: The Spawning,3.9,41.0,"A scuba diving instructor, her biochemist boyfriend, and her police chief ex-husband try to link a series of bizarre deaths to a mutant strain of piranha fish whose lair is a sunken freighter ship off a Caribbean island resort.",/2a0mOD5EveXCOElA1Xm2Xx4xLr7.jpg,3.468843,['James Cameron'],beach nudity sequel blood piranha explodinghelicopter killerfish dynamitefishing 1981 scuba diving instructor biochemist boyfriend police chief try link series bizarre death mutant strain piranha fish whose lair sunken freighter ship caribbean island resort James Cameron TriciaO'Neil SteveMarachuk LanceHenriksen RickyPaullGoldin TedRichert LeslieGraves CaroleDavis ConnieLynnHadden ArnieRoss TraceyBerg AlbertSanders LeeKrug SallyRicca AncileGloudon DorothyCunningham CaptainKiddBrewerJr.,Horror,10
11,12221,gay lossoflover grave insanity homosexuality gayrelationship pregnancy gayman lgbt,AnaCristinaOliveira NunoGil JoãoCarreira TeresaMadruga CarlotoCotta FilipaGordo CláudiaFaria EricSantos,['Drama'],tt0450470,pt,0.0,2005,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Two Drifters,5.9,7.0,"After breaking up with her boyfriend, a woman named Odete (Ana Cristina De Oliveira) descends into madness and claims to be pregnant with the child of Rui's (Nuno Gil) late lover, Pedro (João Carreira). As grief-stricken Rui mourns Pedro's death, Odete tries to transform herself into Pedro.",/qiGqEHsPCdYXCVMZGUizjMEfB0H.jpg,1.636544,['João Pedro Rodrigues'],gay lossoflover grave insanity homosexuality gayrelationship pregnancy gayman lgbt 2005 breaking boyfriend woman named odete ana cristina de oliveira descends madness claim pregnant child rui nuno gil late lover pedro joão carreira rui mourns pedro death odete try transform pedro João Pedro Rodrigues AnaCristinaOliveira NunoGil JoãoCarreira TeresaMadruga CarlotoCotta FilipaGordo CláudiaFaria EricSantos,Drama,11
12,48635,heavy santiagosegura isidisi,SantiagoSegura FlorentinoFernández JaydyMichel AnaRisueño RuthZanon JoséLuisColl ManolodeVega JoaquínSabina MiguelÁngelRodríguez'ElSevilla' EliaGalera EduardoGómez AlexAngulo,"['Comedy', 'Music', 'Adventure']",tt0390136,es,0.0,2004,"[{'iso_639_1': 'es', 'name': 'Español'}]",Isi/Disi - Amor a lo bestia,5.5,13.0,"Will love compromise one man's devotion to heavy rock? That's the all-important question behind this broad comedy from Spain. Isi (Santiago Segura) and Disi (Florentino Fernandez) are two best friends who live in a lower middle-class neighborhood near Madrid. Isi and Disi aren't especially bright, but their devotion to heavy metal is complete and unquestioned, and they wouldn't be caught dead listening to a lame pop singer like, say , Joaquin Sabina. However, one day Isi sees Vane (Jaydy Michel), a beautiful girl who attends a nearby college, and immediately falls head over heels in love.",/dVzzjeFLc5aRkoqK6LDFtRdIUPo.jpg,1.437794,['Chema de la Peña'],heavy santiagosegura isidisi 2004 love compromise one man devotion heavy rock question behind broad comedy spain isi santiago segura disi florentino fernandez two best friend live lower neighborhood near madrid isi disi especially bright devotion heavy metal complete unquestioned would caught dead listening lame pop singer like say joaquin sabina however one day isi see vane jaydy michel beautiful girl attends nearby college immediately fall head heel love Chema de la Peña SantiagoSegura FlorentinoFernández JaydyMichel AnaRisueño RuthZanon JoséLuisColl ManolodeVega JoaquínSabina MiguelÁngelRodríguez'ElSevilla' EliaGalera EduardoGómez AlexAngulo,Adventure Music Comedy,12
13,14611,africa mask alienlife-form panther spear canon avenger,JustinGross GreyGriffin MichaelMassee MarcWorden Oliviad'Abo NanMcNamara NolanNorth AndreWare DavidBoat FredTatasciore,"['Adventure', 'Animation', 'Action', 'Science Fiction']",tt0803093,en,7900000.0,2006,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Ultimate Avengers 2,6.4,68.0,"Mysterious Wakanda lies in the darkest heart of Africa, unknown to most of the world. An isolated land hidden behind closed borders, fiercely protected by its young king - the Black Panther. But when brutal alien invaders attack, the threat leaves the Black Panther with no option but to go against the sacred decrees of his people and ask for help from outsiders.",/u7vvexSU81Qk20yU7Vog23Ogob.jpg,11.443544,"['Will Meugniot', 'Dick Sebast']",africa mask alienlife-form panther spear canon avenger 2006 mysterious wakanda lie darkest heart africa unknown world isolated land hidden behind closed border fiercely protected young king black panther brutal alien invader attack threat leaf black panther option go sacred decree people ask help outsider Will Meugniot Dick Sebast JustinGross GreyGriffin MichaelMassee MarcWorden Oliviad'Abo NanMcNamara NolanNorth AndreWare DavidBoat FredTatasciore,Science Fiction Animation Adventure Action,13
14,104549,,YukikoKobayashi FudekoTanaka SeiHiraizumi KeikoNiitaka AkihiroMiwa J.A.Seazer,"['Drama', 'Music']",tt0228853,ja,0.0,1971,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Throw Away Your Books, Rally in the Streets",8.0,6.0,"Conditions have been better for the nameless protagonist: his grandmother is a shoplifter and his war criminal father and sister have an unhealthy, intimate relationship with the family rabbit.",/gyR5IZm1F2TNK0XNhvZvjGYvMmy.jpg,0.881483,['Shūji Terayama'], 1971 condition better nameless protagonist grandmother shoplifter war criminal father sister unhealthy intimate relationship family rabbit Shūji Terayama YukikoKobayashi FudekoTanaka SeiHiraizumi KeikoNiitaka AkihiroMiwa J.A.Seazer,Music Drama,14
15,25890,simulatedreality,AlbertBrooks AmyRyan SheetalSheth FredDaltonThompson PennyMarshall VictoriaBurrows,['Comedy'],tt0433116,en,0.0,2005,"[{'iso_639_1': 'en', 'name': 'English'}]",Looking for Comedy in the Muslim World,5.6,12.0,"To improve its relations with Muslim countries, the United States government sends comedian Albert Brooks to south Asia to write a report on what makes followers of Islam laugh.",/kjWZ7VSilr9gTdymon7ycB8euzE.jpg,1.209137,['Albert Brooks'],simulatedreality 2005 improve relation muslim country united state government sends comedian albert brook south asia write report make follower islam laugh Albert Brooks AlbertBrooks AmyRyan SheetalSheth FredDaltonThompson PennyMarshall VictoriaBurrows,Comedy,15
16,54858,martialarts cripple,ChanMuk-Chuen LiChung-Chien MaCheung ThomasHongChiu-Ming SamChung-Chuen CheungChung-Kwai HsiangMei-Lung TaiLeung BoonSaam PuiTak-Wan,"['Action', 'Foreign']",tt0122029,cn,0.0,1979,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]",The Crippled Masters,4.8,8.0,"Two men skilled in the arts of Kung-Fu are betrayed by their master and crippled for life, one left with no arms and the other with no legs. Despite their obvious disadvantages, they learn to combine their martial arts skills and seek revenge against the evil master.",/2ocggkYqBYJIw9Ksv17ADrMtHk7.jpg,0.512085,['Law Chi'],martialarts cripple 1979 two men skilled art betrayed master crippled life one left arm leg despite obvious disadvantage learn combine martial art skill seek revenge evil master Law Chi ChanMuk-Chuen LiChung-Chien MaCheung ThomasHongChiu-Ming SamChung-Chuen CheungChung-Kwai HsiangMei-Lung TaiLeung BoonSaam PuiTak-Wan,Action Foreign,16
17,214083,lie doping bicycle cheater,LanceArmstrong BetsyAndreu FrankieAndreu ReedAlbergotti JohanBruyneel DanielCoyle MicheleFerrari,['Documentary'],tt1638364,en,383294.0,2013,"[{'iso_639_1': 'en', 'name': 'English'}]",The Armstrong Lie,6.9,50.0,"In 2009, Alex Gibney was hired to make a film about Lance Armstrong’s comeback to cycling. The project was shelved when the doping scandal erupted, and re-opened after Armstrong’s confession. The Armstrong Lie picks up in 2013 and presents a riveting, insider's view of the unraveling of one of the most extraordinary stories in the history of sports. As Lance Armstrong says himself, “I didn’t live a lot of lies, but I lived one big one.”",/2prcQF85tNKeWAenzJDh9TWlgBw.jpg,3.237965,['Alex Gibney'],lie doping bicycle cheater 2013 2009 alex gibney hired make film lance armstrong comeback cycling project shelved doping scandal erupted armstrong confession armstrong lie pick 2013 present riveting insider view unraveling one extraordinary story history sport lance armstrong say live lot lie lived one big one Alex Gibney LanceArmstrong BetsyAndreu FrankieAndreu ReedAlbergotti JohanBruyneel DanielCoyle MicheleFerrari,Documentary,17
18,154972,brotherbrotherrelationship brothersisterrelationship worldwarii arrangedmarriage forbiddenlove rotterdam secretlove germanoccupation oldermanyoungerwomanrelationship bombing duringcreditsstinger,"JanSmit RoosvanErkel PietervanderSman MikeWeerts MonicHendrickx GerardCox OlgaZuiderhoek TeriTordai ThomasvanMontfort PietervanderSman,Sr. AartStaartjes PaulvanSoest JoopKasteel JobstSchnibbe JellePalmaerts JoostPrinsen","['Romance', 'Drama', 'War']",tt2363219,nl,0.0,2012,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}]",Het Bombardement,4.6,18.0,"A thrilling love story between the young boxer Vincent and the German Eva, who soon has to marry with the middle-aged Dirk to save her family. While the war starts in the Netherlands their impossible love inflames. May 14, 1940, the day that the centre of Rotterdam is bombed and the young lovers lose sight of each other.",/7gwKVzHHKf2qa9WBWvWAle5nIZj.jpg,1.587427,['Ate de Jong'],"brotherbrotherrelationship brothersisterrelationship worldwarii arrangedmarriage forbiddenlove rotterdam secretlove germanoccupation oldermanyoungerwomanrelationship bombing duringcreditsstinger 2012 thrilling love story young boxer vincent german eva soon marry dirk save family war start netherlands impossible love inflames may 14 1940 day centre rotterdam bombed young lover lose sight Ate de Jong JanSmit RoosvanErkel PietervanderSman MikeWeerts MonicHendrickx GerardCox OlgaZuiderhoek TeriTordai ThomasvanMontfort PietervanderSman,Sr. AartStaartjes PaulvanSoest JoopKasteel JobstSchnibbe JellePalmaerts JoostPrinsen",War Drama Romance,18
19,4857,malefriendship tresorknacker intrigue,AlainDelon CharlesBronson OlgaGeorges-Picot BrigitteFossey BernardFresson MariannaFalk EllenBahl Jean-ClaudeBallard Jean-PaulTribout RaoulGuylad CatherineSola,"['Crime', 'Action', 'Adventure']",tt0062639,fr,0.0,1968,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Farewell, Friend",6.4,18.0,"After serving together in the French Foreign Legion, a mercenary and a doctor leave the service and go their separate ways. Later, they are reunited and become involved with a caper involving millions in a high-security safe. The two men become locked in during a holiday weekend as the attempt to crack the safe's combination.",/iqjvMBxIPW3bCMH9IsqAbYRSRQY.jpg,2.014299,['Jean Herman'],malefriendship tresorknacker intrigue 1968 serving together french foreign legion mercenary doctor leave service go separate way later reunited become involved caper involving million safe two men become locked holiday weekend attempt crack safe combination Jean Herman AlainDelon CharlesBronson OlgaGeorges-Picot BrigitteFossey BernardFresson MariannaFalk EllenBahl Jean-ClaudeBallard Jean-PaulTribout RaoulGuylad CatherineSola,Adventure Crime Action,19
20,70587,dog buddies,SierraMcCormick HarlandWilliams ElisaDonovan JenniferEliseCox TuckerAlbrizzi SageRyan BrendanMeyer PatFinn MaxCharles NelsLennarson MichaelTeigen DylanSprayberry SkylerGisondo CharlesHenryWyson JoshFlitter TyPanitz G.Hannelius FrankieJonas DebraJoRupp DiedrichBader RyanStiles TimConway,"['Comedy', 'Family']",tt1792131,en,0.0,2011,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Spooky Buddies,4.8,24.0,Disney's irresistible talking puppies are back in an all-new movie that takes them far across town to a mysterious mansion where something very spooky is going on.,/s4KLaJszYeSsPY39eqg6NMc2UzG.jpg,7.335001,['Robert Vince'],dog buddies 2011 disney irresistible talking puppy back movie take far across town mysterious mansion something spooky going Robert Vince SierraMcCormick HarlandWilliams ElisaDonovan JenniferEliseCox TuckerAlbrizzi SageRyan BrendanMeyer PatFinn MaxCharles NelsLennarson MichaelTeigen DylanSprayberry SkylerGisondo CharlesHenryWyson JoshFlitter TyPanitz G.Hannelius FrankieJonas DebraJoRupp DiedrichBader RyanStiles TimConway,Family Comedy,20
21,85033,downsyndrome montreal divorced couple nonlineartimeline divorcedman divorcedfather multiplestoryline divorcedparents divorcedmother,VanessaParadis HélèneFlorent EvelyneBrochu MarinGerrier KevinParent AliceDubois,"['Drama', 'Romance']",tt1550312,fr,0.0,2011,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Café de Flore,6.8,60.0,"Jacqueline is a young mother living in 1960s Paris with her disabled son Laurent. Abandoned by her husband, Jacqueline sacrifices everything to care for her son and vows to give Laurent a “normal” life full of happiness. Antoine, is a successful DJ in present day Montreal who seems to have it all: a thriving career, two beautiful daughters, partner Rose, with whom he is passionately in love. However, nothing is perfect and Antoine’s ex-wife Carole remains devastated by their recent separation.",/jeoasKcY1Wrs3mGeXFETOaYVZ6N.jpg,11.102969,['Jean-Marc Vallée'],downsyndrome montreal divorced couple nonlineartimeline divorcedman divorcedfather multiplestoryline divorcedparents divorcedmother 2011 jacqueline young mother living 1960s paris disabled son laurent abandoned husband jacqueline sacrifice everything care son vow give laurent normal life full happiness antoine successful dj present day montreal seems thriving career two beautiful daughter partner rose passionately love however nothing perfect antoine carole remains devastated recent separation Jean-Marc Vallée VanessaParadis HélèneFlorent EvelyneBrochu MarinGerrier KevinParent AliceDubois,Drama Romance,21
22,200157,,KennethBranagh,"['Documentary', 'Animation']",tt0286285,en,0.0,2001,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Walking with Beasts,7.3,11.0,A six-part BBC documentary miniseries that portrays prehistoric life in the Cenozoic using a combination of advanced computer-generated imagery and incredible life-like animatronics.,/499YG5y6Dk5MfAd4dLAjPaJQXa.jpg,1.79139,"['Jasper James', 'Nigel Paterson']", 2001 bbc documentary miniseries portrays prehistoric life cenozoic using combination advanced imagery incredible animatronics Jasper James Nigel Paterson KennethBranagh,Animation Documentary,22
23,64433,realstory,FerhanŞensoy RasimÖztekin,"['Comedy', 'Drama']",tt0425333,tr,0.0,2005,"[{'iso_639_1': 'tr', 'name': 'Türkçe'}]",Pardon,7.7,6.0,"Based on a true event, Pardon tells the tragicomic story of three friends who end up in prison when they are mistaken as members of a terrorist organization. Ibrahim's fear of uniforms makes him runaway whenever he sees one. Because of this, police mistakes him with a terrorist and takes him and his friend Muzo into custody. Fooled by the police during the interrogation they name another friend, Aydin, in hope of saving themselves. As they all end up in prison, they remember the families and lovers they left behind.",/o8PQFlysrMR3DltvMrr7QvubRbF.jpg,0.608454,['Mert Baykal'],realstory 2005 based true event pardon tell tragicomic story three friend end prison mistaken member terrorist organization ibrahim fear uniform make runaway whenever see one police mistake terrorist take friend muzo custody fooled police interrogation name another friend aydin hope saving end prison remember family lover left behind Mert Baykal FerhanŞensoy RasimÖztekin,Drama Comedy,23
